#Species Gene_1 Ext_1 Gene_2 Ext_2 Weight
AnophelesalbimanusSTECLA	OG6136523_AALB006855	t	OG6132482_AALB006756	t	0
AnophelesalbimanusSTECLA	OG6107046_AALB006310	t	OG6104403_AALB016353	h	0
AnophelesalbimanusSTECLA	OG6104136_AALB006348	t	OG6104216_AALB006498	h	0
AnophelesalbimanusSTECLA	OG6151341_AALB006507	h	OG6108096_AALB006816	t	0
AnophelesalbimanusSTECLA	OG6126604_AALB006320	t	OG6176107_AALB006761	h	0
AnophelesalbimanusSTECLA	OG6104448_AALB007796	t	OG6136534_AALB006395	t	0
AnophelesalbimanusSTECLA	OG6105380_AALB006428	h	OG6104188_AALB006625	h	0
AnophelesalbimanusSTECLA	OG6142381_AALB006900	h	OG6132683_AALB006457	t	0
AnophelesalbimanusSTECLA	OG6103877_AALB006514	h	OG6129286_AALB007791	h	0
AnophelesalbimanusSTECLA	OG6107764_AALB007728	h	OG6106235_AALB007788	h	0
AnophelesalbimanusSTECLA	OG6104250_AALB006339	t	OG6104189_AALB006719	h	0
AnophelesalbimanusSTECLA	OG6104182_AALB006759	h	OG6112839_AALB006611	t	0
AnophelesalbimanusSTECLA	OG6117820_AALB006634	h	OG6104190_AALB006735	t	0
AnophelesalbimanusSTECLA	OG6315947_AALB006368	t	OG6126439_AALB007778	t	0
AnophelesalbimanusSTECLA	OG6104030_AALB006873	h	OG6108499_AALB015587	t	0
AnophelesalbimanusSTECLA	OG6100189_AALB015768	h	OG6126624_AALB006901	t	0
AnophelesalbimanusSTECLA	OG6104247_AALB006576	h	OG6101731_AALB006674	h	0
AnophelesalbimanusSTECLA	OG6117926_AALB016005	h	OG6104879_AALB006367	h	0
AnophelesalbimanusSTECLA	OG6105557_AALB006911	h	OG6106940_AALB006280	h	0
AnophelesalbimanusSTECLA	OG6183943_AALB003333	h	OG6176107_AALB006761	t	0
AnophelesalbimanusSTECLA	OG6119485_AALB006353	h	OG6110740_AALB006708	h	0
AnophelesalbimanusSTECLA	OG6136806_AALB006635	t	OG6124383_AALB006781	h	0
AnophelesalbimanusSTECLA	OG6136748_AALB006597	h	OG6107914_AALB006837	t	0
AnophelesalbimanusSTECLA	OG6201900_AALB006845	h	OG6107975_AALB003327	h	0
AnophelesalbimanusSTECLA	OG6116713_AALB006377	t	OG6126375_AALB007751	h	0
AnophelesalbimanusSTECLA	OG6105362_AALB007706	h	OG6120926_AALB007634	h	0
AnophelesalbimanusSTECLA	OG6105564_AALB006271	t	OG6104480_AALB007731	t	0
AnophelesalbimanusSTECLA	OG6136534_AALB006395	h	OG6126602_AALB006776	h	0
AnophelesalbimanusSTECLA	OG6107975_AALB003327	t	OG6124179_AALB009739	t	0
AnophelesalbimanusSTECLA	OG6107244_AALB006437	h	OG6104403_AALB016353	t	0
AnophelesalbimanusSTECLA	OG6162964_AALB006642	h	OG6102627_AALB006685	h	0
AnophelesalbimanusSTECLA	OG6107727_AALB006494	h	OG6105648_AALB006433	h	0
AnophelesalbimanusSTECLA	OG6101672_AALB006434	t	OG6111483_AALB006326	h	0
AnophelesalbimanusSTECLA	OG6104802_AALB006522	t	OG6105739_AALB006474	h	0
AnophelesalbimanusSTECLA	OG6106561_AALB006945	t	OG6103915_AALB006698	t	0
AnophelesalbimanusSTECLA	OG6116553_AALB006792	t	OG6104359_AALB006696	t	0
AnophelesalbimanusSTECLA	OG6112361_AALB006312	t	OG6110740_AALB006708	t	0
AnophelesalbimanusSTECLA	OG6105713_AALB006354	h	OG6103618_AALB006820	t	0
AnophelesalbimanusSTECLA	OG6183306_AALB006624	t	OG6108585_AALB006291	t	0
AnophelesalbimanusSTECLA	OG6163747_AALB006274	h	OG6112259_AALB003325	t	0
AnophelesalbimanusSTECLA	OG6126587_AALB006744	h	OG6103504_AALB006927	h	0
AnophelesalbimanusSTECLA	OG6106420_AALB006427	t	OG6136417_AALB016308	h	0
AnophelesalbimanusSTECLA	OG6109920_AALB006335	h	OG6138134_AALB006619	t	0
AnophelesalbimanusSTECLA	OG6104147_AALB006361	t	OG6107739_AALB003321	h	0
AnophelesalbimanusSTECLA	OG6104643_AALB006631	h	OG6106472_AALB006868	t	0
AnophelesalbimanusSTECLA	OG6122583_AALB006596	h	OG6102957_AALB006779	h	0
AnophelesalbimanusSTECLA	OG6113954_AALB007792	t	OG6315972_AALB006506	t	0
AnophelesalbimanusSTECLA	OG6132719_AALB007680	t	OG6122647_AALB006588	t	0
AnophelesalbimanusSTECLA	OG6101414_AALB016316	t	OG6112753_AALB006533	t	0
AnophelesalbimanusSTECLA	OG6126313_AALB003285	t	OG6105324_AALB006848	t	0
AnophelesalbimanusSTECLA	OG6101596_AALB006910	t	OG6107032_AALB006490	h	0
AnophelesalbimanusSTECLA	OG6129350_AALB006626	h	OG6163211_AALB016579	t	0
AnophelesalbimanusSTECLA	OG6105774_AALB006872	h	OG6124464_AALB006881	t	0
AnophelesalbimanusSTECLA	OG6104562_AALB006441	h	OG6104215_AALB006943	h	0
AnophelesalbimanusSTECLA	OG6114783_AALB007705	h	OG6108144_AALB007654	h	0
AnophelesalbimanusSTECLA	OG6105968_AALB006899	h	OG6151205_AALB006914	h	0
AnophelesalbimanusSTECLA	OG6108574_AALB003334	t	OG6126529_AALB006844	h	0
AnophelesalbimanusSTECLA	OG6103519_AALB006695	h	OG6126460_AALB006496	h	0
